IBUY,"Online Retail Amplify ETF",88.72,-0.14,-0.16%,15,0.0%,100.0%,0,09/29/20
PDBC,"Optimum Yield Diversified Commodity Strategy No",13.5,-0.2,-1.46%,15,0.0%,100.0%,0,09/29/20
CNYA,"China A Ishares MSCI ETF",36.6,0.24,+0.66%,15,0.0%,100.0%,0,"16:01 ET"
HMMJ.TO,"Horizons Marijuana Life Sciences ETF",5.78,-0.1,-1.70%,15,33.3%,66.7%,0.5,09/29/20
NERD,"Roundhill Bitkraft Esports & Digital Entertainme",24.42,-0.1,-0.41%,15,0.0%,100.0%,0,09/29/20
USD,"Ultra Semiconductors Proshares",75.52,0.66,+0.88%,14,78.6%,21.4%,3.6666666666667,09/29/20
ZQQ.TO,"BMO Nasdaq 100 Hedged To CAD Index ETF",82.54,-0.26,-0.31%,13,0.0%,100.0%,0,"16:02 ET"
VCR,"Consumer Disc ETF Vanguard",232.84,-2.01,-0.86%,13,84.6%,15.4%,5.5,09/29/20
FCG,"Natural Gas ETF FT",6.15,-0.15,-2.38%,13,15.4%,84.6%,0.18181818181818,09/29/20
RING,"Global Gold Miners Ishares MSCI ETF",32.76,0.5,+1.55%,13,0.0%,100.0%,0,09/29/20
VBR,"Smallcap Value ETF Vanguard",110.03,-1.18,-1.06%,13,7.7%,92.3%,0.083333333333333,09/29/20
ROBO,"Global Robotics and Automation ETF",48.02,0.28,+0.59%,12,16.7%,83.3%,0.2,09/29/20
CHIX,"G-X China Financials ETF",13.79,-0.16,-1.16%,12,100.0%,0.0%,0,"16:01 ET"
SCHG,"Schwab U.S. Large-Cap Growth ETF",114.19,-0.21,-0.18%,12,91.7%,8.3%,11,09/29/20
TBF,"20+ Year Short Treasury Proshares",15.24,-0.01,-0.07%,12,0.0%,100.0%,0,09/29/20
VPU,"Utilities ETF Vanguard",127.83,-0.09,-0.07%,12,41.7%,58.3%,0.71428571428571,09/29/20
FV,"Dorsey Wright Focus 5 ETF FT",34.04,-0.14,-0.40%,12,0.0%,100.0%,0,09/29/20
NOBL,"S&P 500 Aristocrats Proshares",71.57,-0.57,-0.79%,11,81.8%,18.2%,4.5,09/29/20
PHO,"Water Resources Invesco ETF",39.49,0.08,+0.20%,11,0.0%,100.0%,0,09/29/20
PDP,"DWA Momentum Invesco ETF",76.15,0.01,+0.01%,11,0.0%,100.0%,0,09/29/20
IEMG,"Emrg Mkts Ishares Core MSCI ETF",51.99,0.02,+0.04%,11,18.2%,81.8%,0.22222222222222,09/29/20
MZZ,"Ultrashort Midcap400 Proshares",10.65,0.1,+0.95%,11,0.0%,100.0%,0,"16:01 ET"
PTH,"DWA Healthcare Momentum Invesco ETF",135.21,1.33,+0.99%,11,90.9%,9.1%,10,09/29/20
VCIT,"Interm Corp Bond Vanguard",95.87,-0.03,-0.03%,11,45.5%,54.5%,0.83333333333333,09/29/20
KIE,"S&P Insurance ETF SPDR",27.83,-0.18,-0.64%,10,20.0%,80.0%,0.25,09/29/20
SPDN,"S&P 500 Bear 1X Direxion",20.96,0.11,+0.53%,10,0.0%,100.0%,0,"16:01 ET"
IOO,"Global 100 Ishares ETF",55.99,-0.31,-0.55%,10,0.0%,100.0%,0,09/29/20
BJK,"Gaming ETF Vaneck",38.95,-0.45,-1.14%,10,0.0%,100.0%,0,09/29/20
CWEB,"CSI China Internet Idx Bull 2X Direxion",46.79,-0.68,-1.42%,10,10.0%,90.0%,0.11111111111111,09/29/20
ZSP.TO,"BMO S&P 500 Index ETF",49.07,-0.14,-0.28%,10,100.0%,0.0%,0,09/29/20
