C,Citigroup Inc,50.85,-0.19,-0.37%,39554,21.20%,78.80%,0.269302355,15:07 ET
OPK,Opko Health Inc,5.66,0.21,3.85%,39427,12.10%,87.90%,0.137437614,15:07 ET
V,Visa Inc,198.43,2.33,1.19%,39215,24.50%,75.50%,0.324652074,15:07 ET
INO,Inovio Pharma,20.27,-1.52,-6.98%,38657,48.90%,51.10%,0.957316456,15:07 ET
COST,Costco Wholesale,342.98,3.01,0.89%,38430,33.60%,66.40%,0.504993147,15:07 ET
VZ,Verizon Communications Inc,57.82,0.28,0.49%,38345,10.70%,89.30%,0.119921727,15:07 ET
TLRY,Tilray Inc,7.86,-0.25,-3.08%,38214,17.10%,82.90%,0.206135783,15:06 ET
DDOG,Datadog Inc Cl A,89.55,-4.77,-5.06%,38056,32.60%,67.40%,0.484127603,15:07 ET
VIAC,Viacomcbs Inc. Cl B,26.83,0.83,3.19%,37662,46.80%,53.20%,0.880185712,15:07 ET
BHC,Bausch Health Companies Inc,20.35,0.89,4.57%,36949,10.50%,89.50%,0.116925123,15:07 ET
LVS,Las Vegas Sands,45.23,1.89,4.36%,35669,32.60%,67.40%,0.482810227,15:07 ET
VALE,Vale S.A.,11.54,-0.22,-1.87%,35385,40.00%,60.00%,0.665803597,15:06 ET
DBX,Dropbox Inc,23.05,-0.17,-0.73%,35014,33.60%,66.40%,0.505201616,15:07 ET
INSG,Inseego Corp,11.88,-2.86,-19.40%,34988,13.60%,86.40%,0.157201918,15:05 ET
AUY,Yamana Gold,6.71,-0.12,-1.76%,34793,6.80%,93.20%,0.072963888,15:07 ET
WKHS,Workhorse Grp,16.67,-0.25,-1.48%,34657,18.00%,82.00%,0.219758561,15:07 ET
PYPL,Paypal Holdings,202.5,-0.41,-0.20%,34566,32.30%,67.70%,0.477684679,15:07 ET
CSCO,Cisco Systems Inc,47.56,0.23,0.49%,34072,24.90%,75.10%,0.331717803,15:07 ET
SBUX,Starbucks Corp,75.73,-0.05,-0.07%,33524,41.80%,58.20%,0.719532212,15:07 ET
CMCSA,Comcast Corp A,42.66,0.37,0.87%,33115,55.20%,44.80%,1.234178923,15:07 ET
MCD,McDonald's Corp,203.24,3.98,2.00%,33051,20.60%,79.40%,0.258941835,15:07 ET
IBM,International Business Machines,126.07,0.62,0.49%,32997,12.90%,87.10%,0.147601989,15:07 ET
MA,Mastercard Inc,330.36,2.36,0.72%,32774,28.00%,72.00%,0.388728814,15:07 ET
TWLO,Twilio,262.94,-15.17,-5.45%,30578,50.10%,49.90%,1.003538199,15:07 ET
TSM,Taiwan Semiconductor Manufacturing,80.72,-0.91,-1.11%,30563,20.70%,79.30%,0.261214047,15:07 ET
JNJ,Johnson & Johnson,147.22,-1.18,-0.80%,30510,21.30%,78.70%,0.270032885,15:07 ET
KNDI,Kandi Techs Group,9.82,1.11,12.74%,30488,8.20%,91.80%,0.089557573,15:07 ET
NOK,Nokia Corp,4.99,-0.01,-0.20%,30325,7.10%,92.90%,0.076690928,15:06 ET
XOM,Exxon Mobil Corp,43.61,-0.24,-0.55%,30232,43.30%,56.70%,0.763107249,15:07 ET
CZR,Caesars Entertainment Inc,38.19,2.65,7.46%,30145,25.80%,74.20%,0.347383006,15:07 ET
PTON,Peloton Interactive Inc,71.03,-0.18,-0.25%,29906,41.20%,58.80%,0.700557261,15:07 ET
QCOM,Qualcomm Inc,111.04,-0.35,-0.31%,29845,32.00%,68.00%,0.469690255,15:07 ET
GSX,Gsx Techedu Inc ADR,127.3,13.73,12.09%,29767,57.50%,42.50%,1.353866835,15:07 ET
GOOGL,Alphabet Cl A,1503.31,24.22,1.64%,29393,33.20%,66.80%,0.497350993,15:07 ET
PBR,Petroleo Brasileiro S.A. Petrobras,8.88,-0.05,-0.56%,29106,11.40%,88.60%,0.128883373,15:07 ET
MARA,Marathon Patent Grou,5.18,0.98,23.33%,28691,16.00%,84.00%,0.190992113,15:07 ET
CTL,Centurylink,10.47,0.63,6.40%,28151,26.20%,73.80%,0.355694679,15:07 ET
NET,Cloudflare Inc Cl A,41.22,-1.27,-2.99%,27610,30.70%,69.30%,0.443660131,15:07 ET
PINS,Pinterest Inc,36.05,0.17,0.47%,27040,40.80%,59.20%,0.68873345,15:07 ET
MRVL,Marvell Tech Group,36.49,-1.28,-3.39%,26920,54.90%,45.10%,1.218193804,15:07 ET
NVAX,Novavax Inc,166.37,-7.12,-4.10%,26133,41.90%,58.10%,0.721995256,15:07 ET
WLL,Whiting Petroleum Corp,0.97,-0.14,-12.61%,25862,63.40%,36.60%,1.732093809,15:05 ET
COMM,Commscope Holding Company,11.03,1.55,16.35%,25241,7.90%,92.10%,0.086148285,15:04 ET
PVG,Pretium Res Inc,12.4,2.42,24.25%,25102,14.00%,86.00%,0.163098879,15:07 ET
GS,Goldman Sachs Group,204.08,-0.44,-0.22%,24923,30.00%,70.00%,0.429562923,15:07 ET
