,symbol,udl_price,exp,dte,s_strike,l_strike,width,premium,max_loss,be_price,adj_profit,rr_percent,iv_z_score,strad_z_score,s_delta,l_delta
33,UVXY,27.89,2020-08-21,28,25.0,23.0,2.0,86.0,114.0,24.14,26.736,75.439,0.29,0.31,29.632,22.48
34,UVXY,27.89,2020-09-18,56,23.0,18.0,5.0,183.0,317.0,21.17,53.553,57.729,0.336,0.342,25.889,14.396
35,UVXY,27.89,2020-09-18,56,23.0,19.0,4.0,165.0,235.0,21.35,61.442,70.213,0.336,0.342,25.889,16.577
36,UVXY,27.89,2020-09-18,56,23.0,20.0,3.0,126.0,174.0,21.74,48.332,72.414,0.336,0.342,25.889,18.85
37,UVXY,27.89,2020-09-18,56,23.0,21.0,2.0,92.0,108.0,22.08,40.221,85.185,0.336,0.342,25.889,21.182
38,UVXY,27.89,2020-09-18,56,23.0,22.0,1.0,40.0,60.0,22.6,14.111,66.667,0.336,0.342,25.889,23.537
39,UVXY,27.89,2020-09-18,56,24.0,19.0,5.0,220.0,280.0,21.8,78.92,78.571,0.267,0.272,28.216,16.577
40,UVXY,27.89,2020-09-18,56,24.0,20.0,4.0,181.0,219.0,22.19,68.136,82.648,0.267,0.272,28.216,18.85
41,UVXY,27.89,2020-09-18,56,24.0,21.0,3.0,147.0,153.0,22.53,62.352,96.078,0.267,0.272,28.216,21.182
42,UVXY,27.89,2020-09-18,56,24.0,22.0,2.0,95.0,105.0,23.05,38.568,90.476,0.267,0.272,28.216,23.537
43,UVXY,27.89,2020-09-18,56,24.0,23.0,1.0,40.0,60.0,23.6,11.784,66.667,0.267,0.272,28.216,25.889
44,TZA,19.0583,2020-08-28,35,17.0,16.0,1.0,35.0,65.0,16.65,5.424,53.846,0.372,0.42,29.576,21.803
45,TZA,19.0583,2020-09-18,56,16.0,15.0,1.0,35.0,65.0,15.65,9.059,53.846,0.452,0.46,25.941,21.404
46,GUSH,35.3772,2020-09-18,56,5.0,1.0,4.0,320.0,80.0,1.8,320.0,400.0,2.325,2.325,-0.0,49.794
47,GUSH,35.3772,2020-09-18,56,10.0,5.0,5.0,190.0,310.0,8.1,190.0,61.29,1.942,1.942,-0.0,-0.0
