,symbol,udl_price,exp,dte,s_strike,l_strike,width,premium,max_loss,be_price,adj_profit,rr_percent,iv_z_score,strad_z_score,s_delta,l_delta
39,SRNE,9.54,2020-09-18,46,8.0,6.0,2.0,85.0,115.0,7.15,27.821,73.913,0.238,0.277,28.59,15.995
40,SRNE,9.54,2020-09-18,46,8.0,7.0,1.0,40.0,60.0,7.6,11.411,66.667,0.238,0.277,28.59,22.244
41,ROKU,158.815,2020-08-28,25,142.0,137.0,5.0,130.0,370.0,140.7,0.174,35.135,0.474,0.556,25.965,21.261
42,ROKU,158.815,2020-08-28,25,143.0,138.0,5.0,135.0,365.0,141.65,0.247,36.986,0.445,0.523,26.951,22.169
43,ROKU,158.815,2020-08-28,25,144.0,139.0,5.0,140.0,360.0,142.6,0.124,38.889,0.417,0.49,27.975,23.084
44,ROKU,158.815,2020-08-28,25,145.0,140.0,5.0,150.0,350.0,143.5,4.946,42.857,0.389,0.457,29.011,24.017
45,ROKU,158.815,2020-09-18,46,140.0,135.0,5.0,150.0,350.0,138.5,18.437,42.857,0.425,0.526,26.313,22.236
46,FSLY,108.34,2020-09-18,46,90.0,85.0,5.0,130.0,370.0,88.7,2.769,35.135,0.408,0.506,25.446,20.97
47,SLV,22.53,2020-08-28,25,21.0,20.5,0.5,14.0,36.0,20.86,1.014,38.889,0.525,0.563,25.971,20.623
48,SLV,22.53,2020-09-04,32,21.0,20.0,1.0,28.0,72.0,20.72,0.62,38.889,0.46,0.503,27.38,17.552
49,SLV,22.53,2020-09-04,32,21.0,20.5,0.5,15.0,35.0,20.85,1.31,42.857,0.46,0.503,27.38,21.994
50,SLV,22.53,2020-09-11,39,20.5,20.0,0.5,13.0,37.0,20.37,1.335,35.135,0.571,0.604,23.33,18.746
51,SLV,22.53,2020-09-11,39,21.0,20.0,1.0,31.0,69.0,20.69,2.401,44.928,0.43,0.455,28.599,18.746
52,SLV,22.53,2020-09-11,39,21.0,20.5,0.5,16.0,34.0,20.84,1.701,47.059,0.43,0.455,28.599,23.33
53,SLV,22.53,2020-09-18,46,20.5,19.5,1.0,27.0,73.0,20.23,2.171,36.986,0.523,0.564,24.829,17.236
54,SLV,22.53,2020-09-18,46,20.5,20.0,0.5,14.0,36.0,20.36,1.586,38.889,0.523,0.564,24.829,20.701
55,SLV,22.53,2020-09-18,46,21.0,19.5,1.5,47.0,103.0,20.53,2.562,45.631,0.394,0.425,29.625,17.236
56,SLV,22.53,2020-09-18,46,21.0,20.0,1.0,34.0,66.0,20.66,4.375,51.515,0.394,0.425,29.625,20.701
57,SLV,22.53,2020-09-18,46,21.0,20.5,0.5,19.0,31.0,20.81,4.187,61.29,0.394,0.425,29.625,24.829
58,SLV,22.53,2020-09-30,58,20.0,19.0,1.0,25.0,75.0,19.75,3.186,33.333,0.597,0.642,21.814,15.327
59,SLV,22.53,2020-09-30,58,20.0,19.5,0.5,13.0,37.0,19.87,2.093,35.135,0.597,0.642,21.814,18.232
60,SLV,22.53,2020-09-30,58,20.5,19.0,1.5,43.0,107.0,20.07,3.952,40.187,0.479,0.515,26.032,15.327
61,SLV,22.53,2020-09-30,58,20.5,19.5,1.0,31.0,69.0,20.19,4.968,44.928,0.479,0.515,26.032,18.232
62,SLV,22.53,2020-09-30,58,20.5,20.0,0.5,17.0,33.0,20.33,3.984,51.515,0.479,0.515,26.032,21.814
63,NIO,13.145,2020-08-28,25,11.0,10.0,1.0,26.0,74.0,10.74,2.188,35.135,0.443,0.544,23.811,16.006
64,NIO,13.145,2020-08-28,25,11.5,10.0,1.5,43.0,107.0,11.07,0.885,40.187,0.34,0.418,28.076,16.006
65,NIO,13.145,2020-08-28,25,11.5,10.5,1.0,29.0,71.0,11.21,0.924,40.845,0.34,0.418,28.076,19.749
66,NIO,13.145,2020-09-18,46,10.0,9.0,1.0,25.0,75.0,9.75,5.614,33.333,0.52,0.632,19.387,13.302
67,NIO,13.145,2020-09-18,46,11.0,9.0,2.0,63.0,137.0,10.37,10.733,45.985,0.355,0.431,26.133,13.302
68,NIO,13.145,2020-09-18,46,11.0,10.0,1.0,35.0,65.0,10.65,8.867,53.846,0.355,0.431,26.133,19.387
