,symbol,udl_price,exp,dte,s_strike,l_strike,width,premium,max_loss,be_price,adj_profit,rr_percent,iv_z_score,strad_z_score,s_delta,l_delta
65,BOIL,24.68,2020-09-18,60,15.0,11.0,4.0,250.0,150.0,12.5,202.785,166.667,0.857,0.857,11.804,72.915
66,BOIL,24.68,2020-09-18,60,15.0,12.0,3.0,150.0,150.0,13.5,114.589,100.0,0.857,0.857,11.804,76.703
67,JNUG,141.425,2020-09-18,60,50.0,45.0,5.0,260.0,240.0,47.4,259.116,108.333,1.348,1.348,0.177,-0.0
68,JNUG,141.425,2020-09-18,60,55.0,50.0,5.0,260.0,240.0,52.4,255.621,108.333,1.274,1.274,0.876,0.177
69,VBIV,5.945,2020-08-21,32,5.0,3.5,1.5,50.0,100.0,4.5,8.216,50.0,0.284,0.232,27.856,11.111
70,VBIV,5.945,2020-08-21,32,5.0,4.0,1.0,35.0,65.0,4.65,7.144,53.846,0.284,0.232,27.856,16.335
71,MRNA,80.755,2020-09-18,60,70.0,65.0,5.0,170.0,330.0,68.3,31.838,51.515,0.263,0.325,27.632,22.79
72,ACB,11.62,2020-09-18,60,2.0,1.0,1.0,63.0,37.0,1.37,63.0,170.27,1.23,1.872,-0.0,-0.0
73,ACB,11.62,2020-09-18,60,3.0,1.0,2.0,162.0,38.0,1.38,162.0,426.316,1.102,1.677,-0.0,-0.0
74,ACB,11.62,2020-09-18,60,3.0,1.5,1.5,113.0,37.0,1.87,113.0,305.405,1.102,1.677,-0.0,67.296
75,ACB,11.62,2020-09-18,60,3.0,2.0,1.0,65.0,35.0,2.35,65.0,185.714,1.102,1.677,-0.0,-0.0
76,ACB,11.62,2020-09-18,60,4.0,1.0,3.0,262.0,38.0,1.38,262.0,689.474,0.974,1.482,-0.0,-0.0
77,ACB,11.62,2020-09-18,60,4.0,1.5,2.5,213.0,37.0,1.87,213.0,575.676,0.974,1.482,-0.0,67.296
78,ACB,11.62,2020-09-18,60,4.0,2.0,2.0,165.0,35.0,2.35,165.0,471.429,0.974,1.482,-0.0,-0.0
79,NUGT,92.79,2020-09-18,60,30.0,25.0,5.0,265.0,235.0,27.35,265.0,112.766,1.585,1.585,-0.0,70.471
80,NUGT,92.79,2020-09-18,60,30.0,26.0,4.0,175.0,225.0,28.25,175.0,77.778,1.585,1.585,-0.0,72.193
81,NUGT,92.79,2020-09-18,60,30.0,27.0,3.0,130.0,170.0,28.7,130.0,76.471,1.585,1.585,-0.0,73.347
82,XOP,50.52,2020-09-18,60,17.0,12.0,5.0,356.0,144.0,13.44,356.0,247.222,2.365,3.704,-0.0,74.512
83,XOP,50.52,2020-09-18,60,17.0,13.0,4.0,309.0,91.0,13.91,309.0,339.56,2.365,3.704,-0.0,80.329
84,XOP,50.52,2020-09-18,60,17.0,14.0,3.0,246.0,54.0,14.54,246.0,455.556,2.365,3.704,-0.0,84.839
85,XOP,50.52,2020-09-18,60,17.0,15.0,2.0,166.0,34.0,15.34,166.0,488.235,2.365,3.704,-0.0,88.355
86,XOP,50.52,2020-09-18,60,17.0,16.0,1.0,80.0,20.0,16.2,80.0,400.0,2.365,3.704,-0.0,90.98
87,XOP,50.52,2020-09-18,60,18.0,13.0,5.0,404.0,96.0,13.96,404.0,420.833,2.294,3.593,-0.0,80.329
88,XOP,50.52,2020-09-18,60,18.0,14.0,4.0,341.0,59.0,14.59,341.0,577.966,2.294,3.593,-0.0,84.839
89,XOP,50.52,2020-09-18,60,18.0,15.0,3.0,261.0,39.0,15.39,261.0,669.231,2.294,3.593,-0.0,88.355
90,XOP,50.52,2020-09-18,60,18.0,16.0,2.0,175.0,25.0,16.25,175.0,700.0,2.294,3.593,-0.0,90.98
91,XOP,50.52,2020-09-18,60,18.0,17.0,1.0,80.0,20.0,17.2,80.0,400.0,2.294,3.593,-0.0,-0.0
92,XOP,50.52,2020-09-18,60,19.0,14.0,5.0,446.0,54.0,14.54,446.0,825.926,2.224,3.483,-0.0,84.839
93,XOP,50.52,2020-09-18,60,19.0,15.0,4.0,366.0,34.0,15.34,366.0,1076.471,2.224,3.483,-0.0,88.355
94,XOP,50.52,2020-09-18,60,19.0,16.0,3.0,280.0,20.0,16.2,280.0,1400.0,2.224,3.483,-0.0,90.98
95,XOP,50.52,2020-09-18,60,19.0,17.0,2.0,185.0,15.0,17.15,185.0,1233.333,2.224,3.483,-0.0,-0.0
96,XOP,50.52,2020-09-18,60,19.0,18.0,1.0,90.0,10.0,18.1,90.0,900.0,2.224,3.483,-0.0,-0.0
97,XOP,50.52,2020-09-18,60,20.0,15.0,5.0,466.0,34.0,15.34,466.0,1370.588,2.153,3.372,-0.0,88.355
98,XOP,50.52,2020-09-18,60,20.0,16.0,4.0,380.0,20.0,16.2,380.0,1900.0,2.153,3.372,-0.0,90.98
99,XOP,50.52,2020-09-18,60,20.0,17.0,3.0,285.0,15.0,17.15,285.0,1900.0,2.153,3.372,-0.0,-0.0
100,XOP,50.52,2020-09-18,60,20.0,18.0,2.0,190.0,10.0,18.1,190.0,1900.0,2.153,3.372,-0.0,-0.0
101,XOP,50.52,2020-09-18,60,20.0,19.0,1.0,90.0,10.0,19.1,90.0,900.0,2.153,3.372,-0.0,-0.0
102,XOP,50.52,2020-09-18,60,21.0,16.0,5.0,475.0,25.0,16.25,475.0,1900.0,2.083,3.262,-0.0,90.98
103,XOP,50.52,2020-09-18,60,21.0,17.0,4.0,380.0,20.0,17.2,380.0,1900.0,2.083,3.262,-0.0,-0.0
104,XOP,50.52,2020-09-18,60,21.0,18.0,3.0,285.0,15.0,18.15,285.0,1900.0,2.083,3.262,-0.0,-0.0
105,XOP,50.52,2020-09-18,60,21.0,19.0,2.0,185.0,15.0,19.15,185.0,1233.333,2.083,3.262,-0.0,-0.0
106,XOP,50.52,2020-09-18,60,21.0,20.0,1.0,90.0,10.0,20.1,90.0,900.0,2.083,3.262,-0.0,-0.0
107,XOP,50.52,2020-09-18,60,22.0,17.0,5.0,480.0,20.0,17.2,480.0,2400.0,2.012,3.151,-0.0,-0.0
108,XOP,50.52,2020-09-18,60,22.0,18.0,4.0,385.0,15.0,18.15,385.0,2566.667,2.012,3.151,-0.0,-0.0
109,XOP,50.52,2020-09-18,60,22.0,19.0,3.0,285.0,15.0,19.15,285.0,1900.0,2.012,3.151,-0.0,-0.0
110,XOP,50.52,2020-09-18,60,22.0,20.0,2.0,190.0,10.0,20.1,190.0,1900.0,2.012,3.151,-0.0,-0.0
111,XOP,50.52,2020-09-18,60,22.0,21.0,1.0,90.0,10.0,21.1,90.0,900.0,2.012,3.151,-0.0,-0.0
112,XOP,50.52,2020-09-18,60,24.0,19.0,5.0,490.0,10.0,19.1,490.0,4900.0,1.871,2.93,-0.0,-0.0
113,XOP,50.52,2020-09-18,60,24.0,20.0,4.0,395.0,5.0,20.05,395.0,7900.0,1.871,2.93,-0.0,-0.0
114,XOP,50.52,2020-09-18,60,24.0,21.0,3.0,295.0,5.0,21.05,295.0,5900.0,1.871,2.93,-0.0,-0.0
115,XOP,50.52,2020-09-18,60,24.0,22.0,2.0,195.0,5.0,22.05,195.0,3900.0,1.871,2.93,-0.0,-0.0
116,SPCE,23.11,2020-08-14,25,20.0,18.0,2.0,67.0,133.0,19.33,9.273,50.376,0.457,0.42,28.864,19.286
117,SPCE,23.11,2020-08-21,32,19.0,17.5,1.5,50.0,100.0,18.5,12.516,50.0,0.471,0.537,24.989,18.489
118,SPCE,23.11,2020-08-21,32,19.5,17.0,2.5,86.0,164.0,18.64,17.879,52.439,0.413,0.472,27.248,16.444
119,SPCE,23.11,2020-08-21,32,19.5,17.5,2.0,70.0,130.0,18.8,15.503,53.846,0.413,0.472,27.248,18.489
120,SPCE,23.11,2020-08-21,32,19.5,18.0,1.5,53.0,97.0,18.97,12.128,54.639,0.413,0.472,27.248,20.607
121,SPCE,23.11,2020-08-21,32,19.5,18.5,1.0,34.0,66.0,19.16,6.752,51.515,0.413,0.472,27.248,22.778
122,SPCE,23.11,2020-08-21,32,20.0,16.0,4.0,135.0,265.0,18.65,16.928,50.943,0.356,0.407,29.518,12.68
123,SPCE,23.11,2020-08-21,32,20.0,17.0,3.0,110.0,190.0,18.9,21.446,57.895,0.356,0.407,29.518,16.444
124,SPCE,23.11,2020-08-21,32,20.0,17.5,2.5,94.0,156.0,19.06,20.205,60.256,0.356,0.407,29.518,18.489
125,SPCE,23.11,2020-08-21,32,20.0,18.0,2.0,77.0,123.0,19.23,17.964,62.602,0.356,0.407,29.518,20.607
126,SPCE,23.11,2020-08-21,32,20.0,18.5,1.5,58.0,92.0,19.42,13.723,63.043,0.356,0.407,29.518,22.778
127,SPCE,23.11,2020-08-21,32,20.0,19.0,1.0,37.0,63.0,19.63,7.482,58.73,0.356,0.407,29.518,24.989
128,SPCE,23.11,2020-08-28,39,20.0,16.5,3.5,119.0,231.0,18.81,14.44,51.515,0.345,0.389,29.874,15.3
129,SPCE,23.11,2020-08-28,39,20.0,17.0,3.0,107.0,193.0,18.93,17.377,55.44,0.345,0.389,29.874,17.254
130,SPCE,23.11,2020-08-28,39,20.0,17.5,2.5,87.0,163.0,19.13,12.314,53.374,0.345,0.389,29.874,19.265
131,SPCE,23.11,2020-08-28,39,20.0,18.0,2.0,69.0,131.0,19.31,9.252,52.672,0.345,0.389,29.874,21.33
132,SPCE,23.11,2020-09-18,60,18.0,16.0,2.0,68.0,132.0,17.32,21.049,51.515,0.462,0.503,23.475,16.565
133,SPCE,23.11,2020-09-18,60,19.0,14.0,5.0,169.0,331.0,17.31,33.776,51.057,0.372,0.405,27.045,10.332
134,SPCE,23.11,2020-09-18,60,19.0,15.0,4.0,143.0,257.0,17.57,34.821,55.642,0.372,0.405,27.045,13.317
135,SPCE,23.11,2020-09-18,60,19.0,16.0,3.0,113.0,187.0,17.87,31.866,60.428,0.372,0.405,27.045,16.565
136,SPCE,23.11,2020-09-18,60,19.0,17.0,2.0,78.0,122.0,18.22,23.911,63.934,0.372,0.405,27.045,19.965
137,SPCE,23.11,2020-09-18,60,19.0,18.0,1.0,35.0,65.0,18.65,7.955,53.846,0.372,0.405,27.045,23.475
138,SRNE,8.1223,2020-09-18,60,6.0,3.5,2.5,85.0,165.0,5.15,24.444,51.515,0.372,0.403,24.223,5.402
139,SRNE,8.1223,2020-09-18,60,6.0,4.0,2.0,75.0,125.0,5.25,26.555,60.0,0.372,0.403,24.223,9.002
140,SRNE,8.1223,2020-09-18,60,6.0,4.5,1.5,60.0,90.0,5.4,23.666,66.667,0.372,0.403,24.223,12.754
141,SRNE,8.1223,2020-09-18,60,6.0,5.0,1.0,45.0,55.0,5.55,20.777,81.818,0.372,0.403,24.223,16.574
142,SRNE,8.1223,2020-09-18,60,6.0,5.5,0.5,20.0,30.0,5.8,7.889,66.667,0.372,0.403,24.223,20.426
