,symbol,udl_price,exp,dte,s_strike,l_strike,width,premium,max_loss,be_price,adj_profit,rr_percent,iv_z_score,strad_z_score,s_delta,l_delta
24,INO,25.67,2020-08-21,30,21.0,19.0,2.0,72.0,128.0,20.28,25.353,56.25,0.305,0.43,23.323,18.244
25,INO,25.67,2020-08-21,30,21.5,17.0,4.5,169.0,281.0,19.81,58.122,60.142,0.272,0.384,24.64,13.595
26,INO,25.67,2020-08-21,30,21.5,18.0,3.5,128.0,222.0,20.22,41.762,57.658,0.272,0.384,24.64,15.859
27,INO,25.67,2020-08-21,30,21.5,19.0,2.5,92.0,158.0,20.58,30.401,58.228,0.272,0.384,24.64,18.244
28,INO,25.67,2020-08-21,30,21.5,20.0,1.5,51.0,99.0,20.99,14.041,51.515,0.272,0.384,24.64,20.745
29,INO,25.67,2020-08-21,30,22.0,17.0,5.0,184.0,316.0,20.16,54.2,58.228,0.24,0.338,25.96,13.595
30,INO,25.67,2020-08-21,30,22.0,18.0,4.0,143.0,257.0,20.57,39.16,55.642,0.24,0.338,25.96,15.859
31,INO,25.67,2020-08-21,30,22.0,19.0,3.0,107.0,193.0,20.93,29.12,55.44,0.24,0.338,25.96,18.244
32,INO,25.67,2020-08-21,30,22.5,18.0,4.5,173.0,277.0,20.77,50.164,62.455,0.207,0.292,27.297,15.859
33,INO,25.67,2020-08-21,30,22.5,19.0,3.5,137.0,213.0,21.13,41.461,64.319,0.207,0.292,27.297,18.244
34,INO,25.67,2020-08-21,30,22.5,20.0,2.5,96.0,154.0,21.54,27.758,62.338,0.207,0.292,27.297,20.745
35,INO,25.67,2020-08-21,30,22.5,21.0,1.5,50.0,100.0,22.0,9.055,50.0,0.207,0.292,27.297,23.323
36,INO,25.67,2020-08-21,30,23.0,18.0,5.0,198.0,302.0,21.02,54.842,65.563,0.174,0.246,28.632,15.859
37,INO,25.67,2020-08-21,30,23.0,19.0,4.0,162.0,238.0,21.38,47.474,68.067,0.174,0.246,28.632,18.244
38,INO,25.67,2020-08-21,30,23.0,20.0,3.0,121.0,179.0,21.79,35.105,67.598,0.174,0.246,28.632,20.745
39,INO,25.67,2020-08-21,30,23.0,21.0,2.0,75.0,125.0,22.25,17.737,60.0,0.174,0.246,28.632,23.323
40,INO,25.67,2020-08-21,30,23.5,19.0,4.5,192.0,258.0,21.58,57.135,74.419,0.142,0.2,29.97,18.244
41,INO,25.67,2020-08-21,30,23.5,20.0,3.5,151.0,199.0,21.99,46.105,75.879,0.142,0.2,29.97,20.745
42,INO,25.67,2020-08-21,30,23.5,21.0,2.5,105.0,145.0,22.45,30.075,72.414,0.142,0.2,29.97,23.323
43,INO,25.67,2020-08-21,30,23.5,21.5,2.0,75.0,125.0,22.75,15.06,60.0,0.142,0.2,29.97,24.64
44,INO,25.67,2020-08-21,30,23.5,22.0,1.5,50.0,100.0,23.0,5.045,50.0,0.142,0.2,29.97,25.96
45,INO,25.67,2020-09-18,58,18.0,15.0,3.0,115.0,185.0,16.85,59.043,62.162,0.399,0.501,18.652,12.871
46,INO,25.67,2020-09-18,58,19.0,15.0,4.0,160.0,240.0,17.4,77.474,66.667,0.347,0.436,20.631,12.871
47,INO,25.67,2020-09-18,58,19.0,17.0,2.0,73.0,127.0,18.27,31.737,57.48,0.347,0.436,20.631,16.689
48,INO,25.67,2020-09-18,58,20.0,15.0,5.0,210.0,290.0,17.9,96.863,72.414,0.295,0.371,22.628,12.871
49,INO,25.67,2020-09-18,58,20.0,17.0,3.0,123.0,177.0,18.77,55.118,69.492,0.295,0.371,22.628,16.689
50,INO,25.67,2020-09-18,58,20.0,18.0,2.0,75.0,125.0,19.25,29.745,60.0,0.295,0.371,22.628,18.652
51,INO,25.67,2020-09-18,58,21.0,17.0,4.0,173.0,227.0,19.27,74.499,76.211,0.243,0.305,24.625,16.689
52,INO,25.67,2020-09-18,58,21.0,18.0,3.0,125.0,175.0,19.75,51.124,71.429,0.243,0.305,24.625,18.652
53,INO,25.67,2020-09-18,58,21.0,19.0,2.0,80.0,120.0,20.2,30.75,66.667,0.243,0.305,24.625,20.631
54,INO,25.67,2020-09-18,58,22.0,17.0,5.0,233.0,267.0,19.67,99.934,87.266,0.191,0.24,26.613,16.689
55,INO,25.67,2020-09-18,58,22.0,18.0,4.0,185.0,215.0,20.15,78.547,86.047,0.191,0.24,26.613,18.652
56,INO,25.67,2020-09-18,58,22.0,19.0,3.0,140.0,160.0,20.6,60.16,87.5,0.191,0.24,26.613,20.631
57,INO,25.67,2020-09-18,58,22.0,20.0,2.0,85.0,115.0,21.15,31.774,73.913,0.191,0.24,26.613,22.628
58,INO,25.67,2020-09-18,58,23.0,18.0,5.0,240.0,260.0,20.6,97.076,92.308,0.139,0.175,28.585,18.652
59,INO,25.67,2020-09-18,58,23.0,19.0,4.0,195.0,205.0,21.05,80.661,95.122,0.139,0.175,28.585,20.631
60,INO,25.67,2020-09-18,58,23.0,20.0,3.0,140.0,160.0,21.6,54.246,87.5,0.139,0.175,28.585,22.628
61,INO,25.67,2020-09-18,58,23.0,21.0,2.0,85.0,115.0,22.15,27.83,73.913,0.139,0.175,28.585,24.625
62,SRNE,8.12,2020-08-21,30,7.0,5.5,1.5,50.0,100.0,6.5,8.292,50.0,0.319,0.315,27.805,11.789
63,SRNE,8.12,2020-08-21,30,7.0,6.0,1.0,35.0,65.0,6.65,7.195,53.846,0.319,0.315,27.805,16.718
64,SRNE,8.12,2020-09-18,58,6.0,4.0,2.0,70.0,130.0,5.3,24.716,53.846,0.376,0.432,22.642,8.224
65,SRNE,8.12,2020-09-18,58,6.0,4.5,1.5,55.0,95.0,5.45,21.037,57.895,0.376,0.432,22.642,11.668
66,SRNE,8.12,2020-09-18,58,7.0,3.0,4.0,145.0,255.0,5.55,25.386,56.863,0.199,0.228,29.903,2.081
67,SRNE,8.12,2020-09-18,58,7.0,3.5,3.5,130.0,220.0,5.7,25.338,59.091,0.199,0.228,29.903,4.924
68,SRNE,8.12,2020-09-18,58,7.0,4.0,3.0,125.0,175.0,5.75,35.29,71.429,0.199,0.228,29.903,8.224
69,SRNE,8.12,2020-09-18,58,7.0,4.5,2.5,110.0,140.0,5.9,35.242,78.571,0.199,0.228,29.903,11.668
70,SRNE,8.12,2020-09-18,58,7.0,5.0,2.0,85.0,115.0,6.15,25.193,73.913,0.199,0.228,29.903,15.25
71,SRNE,8.12,2020-09-18,58,7.0,5.5,1.5,70.0,80.0,6.3,25.145,87.5,0.199,0.228,29.903,18.924
72,SRNE,8.12,2020-09-18,58,7.0,6.0,1.0,45.0,55.0,6.55,15.097,81.818,0.199,0.228,29.903,22.642
73,UVXY,26.367,2020-08-21,30,22.0,20.0,2.0,70.0,130.0,21.3,18.806,53.846,0.45,0.484,25.597,17.402
74,UVXY,26.367,2020-08-21,30,22.0,21.0,1.0,34.0,66.0,21.66,8.403,51.515,0.45,0.484,25.597,21.401
75,UVXY,26.367,2020-08-21,30,23.0,18.0,5.0,179.0,321.0,21.21,29.914,55.763,0.347,0.373,29.817,10.682
76,UVXY,26.367,2020-08-21,30,23.0,19.0,4.0,143.0,257.0,21.57,23.731,55.642,0.347,0.373,29.817,13.79
77,UVXY,26.367,2020-08-21,30,23.0,20.0,3.0,118.0,182.0,21.82,28.548,64.835,0.347,0.373,29.817,17.402
78,UVXY,26.367,2020-08-21,30,23.0,21.0,2.0,82.0,118.0,22.18,22.366,69.492,0.347,0.373,29.817,21.401
79,UVXY,26.367,2020-09-18,58,20.0,16.0,4.0,136.0,264.0,18.64,46.199,51.515,0.487,0.487,22.45,10.713
80,UVXY,26.367,2020-09-18,58,21.0,16.0,5.0,187.0,313.0,19.13,60.324,59.744,0.41,0.411,25.335,10.713
81,UVXY,26.367,2020-09-18,58,21.0,17.0,4.0,146.0,254.0,19.54,44.659,57.48,0.41,0.411,25.335,13.494
82,UVXY,26.367,2020-09-18,58,21.0,18.0,3.0,108.0,192.0,19.92,31.994,56.25,0.41,0.411,25.335,16.436
83,UVXY,26.367,2020-09-18,58,22.0,17.0,5.0,199.0,301.0,20.01,58.441,66.113,0.334,0.334,28.112,13.494
84,UVXY,26.367,2020-09-18,58,22.0,18.0,4.0,161.0,239.0,20.39,48.553,67.364,0.334,0.334,28.112,16.436
85,UVXY,26.367,2020-09-18,58,22.0,19.0,3.0,119.0,181.0,20.81,34.665,65.746,0.334,0.334,28.112,19.489
86,UVXY,26.367,2020-09-18,58,22.0,20.0,2.0,85.0,115.0,21.15,28.777,73.913,0.334,0.334,28.112,22.45
87,TZA,18.785,2020-08-21,30,17.0,15.5,1.5,50.0,100.0,16.5,5.443,50.0,0.417,0.39,29.705,18.078
88,TZA,18.785,2020-08-21,30,17.0,16.0,1.0,35.0,65.0,16.65,5.295,53.846,0.417,0.39,29.705,21.788
89,NFLX,494.8799,2020-09-18,58,455.0,450.0,5.0,175.0,325.0,453.25,28.753,53.846,0.37,0.57,29.249,27.051
